,Player,Opp,PPR PTS,0.5 PPR,STD PTS,C/A,PCT,YDS,TD,INT,RUSH,YDS.1,AVG,TD.1,REC,TAR,YDS.2,AVG.1,TD.2,2PC,FUM,Name,pos,team,weekn
151,"Ross Dwelley (TE, SF)",DAL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Ross Dwelley,TE, sf,5
152,"Equanimeous St. Brown (WR, CHI)",@WAS,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,Equanimeous St. Brown,WR, chi,5
153,"Brandon Powell (WR, MIN)",KC,9.2,7.2,5.2,0/0,0%,0,0,0,1,9,9.0,0,4,6,43,10.8,0,0,0,Brandon Powell,WR, min,5
154,"KhaDarel Hodge (WR, ATL)",HOU,1.1,0.6,0.1,0/0,0%,0,0,0,1,0,0.0,0,1,1,11,11.0,0,0,1,KhaDarel Hodge,WR, atl,5
155,"Will Grier (QB, NE)",NO,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Will Grier,QB, ne,5
156,"Mecole Hardman Jr. (WR, NYJ)",@DEN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Mecole Hardman Jr.,WR, nyj,5
157,"Damien Harris (RB, BUF)",JAX,1.3,1.3,1.3,0/0,0%,0,0,0,3,13,4.3,0,0,0,0,0.0,0,0,0,Damien Harris,RB, buf,5
158,"N'Keal Harry (WR, MIN)",KC,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,N'Keal Harry,WR, min,5
159,"Justice Hill (RB, BAL)",@PIT,12.5,10.5,8.5,0/0,0%,0,0,0,7,32,4.6,1,4,4,13,3.2,0,0,1,Justice Hill,RB, bal,5
160,"T.J. Hockenson (TE, MIN)",KC,10.1,7.6,5.1,0/0,0%,0,0,0,0,0,0.0,0,5,8,51,10.2,0,0,0,T.J. Hockenson,TE, min,5
161,"Travis Homer (RB, CHI)",@WAS,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Travis Homer,RB, chi,5
162,"Jesper Horsted (TE, LV)",GB,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Jesper Horsted,TE, lv,5
163,"Lil'Jordan Humphrey (WR, DEN)",NYJ,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Lil'Jordan Humphrey,WR, den,5
164,"Alec Ingold (RB, MIA)",NYG,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Alec Ingold,RB, mia,5
165,"Josh Jacobs (RB, LV)",GB,19.9,17.4,14.9,0/0,0%,0,0,0,20,69,3.4,1,5,5,20,4.0,0,0,0,Josh Jacobs,RB, lv,5
166,"Daniel Jones (QB, NYG)",@MIA,7.16,7.16,7.16,14/20,70%,119,0,0,4,24,6.0,0,0,0,0,0.0,0,0,0,Daniel Jones,QB, nyg,5
167,"Dawson Knox (TE, BUF)",JAX,4.7,3.2,1.7,0/0,0%,0,0,0,0,0,0.0,0,3,6,17,5.7,0,0,0,Dawson Knox,TE, buf,5
168,"Alexander Mattison (RB, MIN)",KC,12.6,11.6,10.6,0/0,0%,0,0,0,8,26,3.2,0,2,3,20,10.0,1,0,0,Alexander Mattison,RB, min,5
169,"Terry McLaurin (WR, WAS)",CHI,8.9,6.9,4.9,0/0,0%,0,0,0,0,0,0.0,0,4,5,49,12.2,0,0,0,Terry McLaurin,WR, was,5
170,"Jakobi Meyers (WR, LV)",GB,20.5,17.0,13.5,0/0,0%,0,0,0,1,0,0.0,0,7,10,75,10.7,1,0,0,Jakobi Meyers,WR, lv,5
171,"Gardner Minshew (QB, IND)",TEN,6.3,6.3,6.3,11/14,78.6%,155,0,0,2,1,0.5,0,0,0,0,0.0,0,0,0,Gardner Minshew,QB, ind,5
172,"David Montgomery (RB, DET)",CAR,20.9,19.9,18.9,0/0,0%,0,0,0,19,109,5.7,1,2,6,20,10.0,0,0,0,David Montgomery,RB, det,5
173,"Foster Moreau (TE, NO)",@NE,7.6,7.1,6.6,0/0,0%,0,0,0,0,0,0.0,0,1,1,6,6.0,1,0,0,Foster Moreau,TE, no,5
174,"Josh Oliver (TE, MIN)",KC,0.5,0.0,-0.5,0/0,0%,0,0,0,0,0,0.0,0,1,2,15,15.0,0,0,1,Josh Oliver,TE, min,5
175,"Tony Pollard (RB, DAL)",@SF,8.4,6.4,4.4,0/0,0%,0,0,0,8,29,3.6,0,4,5,35,8.8,0,0,1,Tony Pollard,RB, dal,5
176,"Hunter Renfrow (WR, LV)",GB,1.7,1.2,0.7,0/0,0%,0,0,0,0,0,0.0,0,1,2,7,7.0,0,0,0,Hunter Renfrow,WR, lv,5
177,"Brett Rypien (QB, LAR)",PHI,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Brett Rypien,QB, lar,5
178,"Drew Sample (TE, CIN)",@ARI,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Drew Sample,TE, cin,5
179,"Deebo Samuel (WR, SF)",DAL,11.5,10.0,8.5,0/0,0%,0,0,0,5,30,6.0,0,3,3,55,18.3,0,0,0,Deebo Samuel,WR, sf,5
180,"Miles Sanders (RB, CAR)",@DET,1.2,1.2,1.2,0/0,0%,0,0,0,7,32,4.6,0,0,1,0,0.0,0,0,1,Miles Sanders,RB, car,5
181,"Devin Singletary (RB, HOU)",@ATL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,Devin Singletary,RB, hou,5
182,"Darius Slayton (WR, NYG)",@MIA,5.5,4.5,3.5,0/0,0%,0,0,0,0,0,0.0,0,2,4,35,17.5,0,0,0,Darius Slayton,WR, nyg,5
183,"Irv Smith Jr. (TE, CIN)",@ARI,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Irv Smith Jr.,TE, cin,5
184,"Jarrett Stidham (QB, DEN)",NYJ,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Jarrett Stidham,QB, den,5
185,"Tommy Sweeney (TE, NYG)",@MIA,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Tommy Sweeney,TE, nyg,5
186,"Trevon Wesco (TE, TEN)",@IND,3.1,2.6,2.1,0/0,0%,0,0,0,0,0,0.0,0,1,1,21,21.0,0,0,0,Trevon Wesco,TE, ten,5
187,"Trayveon Williams (RB, CIN)",@ARI,0.5,0.5,0.5,0/0,0%,0,0,0,1,5,5.0,0,0,0,0,0.0,0,0,0,Trayveon Williams,RB, cin,5
188,"Parris Campbell (WR, NYG)",@MIA,4.3,3.3,2.3,0/0,0%,0,0,0,0,0,0.0,0,2,2,23,11.5,0,0,0,Parris Campbell,WR, nyg,5
189,"Miles Boykin (WR, PIT)",BAL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,Miles Boykin,WR, pit,5
190,"A.J. Brown (WR, PHI)",@LAR,18.7,15.7,12.7,0/0,0%,0,0,0,0,0,0.0,0,6,8,127,21.2,0,0,0,A.J. Brown,WR, phi,5
191,"Marquise Brown (WR, ARI)",CIN,16.1,14.1,12.1,0/0,0%,0,0,0,0,0,0.0,0,4,10,61,15.2,1,0,0,Marquise Brown,WR, ari,5
192,"Jake Browning (QB, CIN)",@ARI,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Jake Browning,QB, cin,5
193,"Greg Dortch (WR, ARI)",CIN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Greg Dortch,WR, ari,5
194,"Jakob Johnson (RB, LV)",GB,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Jakob Johnson,RB, lv,5
195,"Scotty Miller (WR, ATL)",HOU,3.0,2.0,1.0,0/0,0%,0,0,0,0,0,0.0,0,2,2,10,5.0,0,0,0,Scotty Miller,WR, atl,5
196,"Olamide Zaccheaus (WR, PHI)",@LAR,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Olamide Zaccheaus,WR, phi,5
197,"Deonte Harty (WR, BUF)",JAX,7.2,6.2,5.2,0/0,0%,0,0,0,0,0,0.0,0,2,2,62,31.0,0,0,1,Deonte Harty,WR, buf,5
198,"Andrew Beck (RB, HOU)",@ATL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Andrew Beck,RB, hou,5
199,"Trenton Irwin (WR, CIN)",@ARI,13.0,9.0,5.0,0/0,0%,0,0,0,0,0,0.0,0,8,10,60,7.5,0,0,1,Trenton Irwin,WR, cin,5
200,"Khari Blasingame (RB, CHI)",@WAS,2.6,2.6,2.6,0/0,0%,0,0,0,8,26,3.2,0,0,0,0,0.0,0,0,0,Khari Blasingame,RB, chi,5
201,"Craig Reynolds (RB, DET)",CAR,11.2,11.2,11.2,0/0,0%,0,0,0,7,52,7.4,1,0,0,0,0.0,0,0,0,Craig Reynolds,RB, det,5
202,"D'Ernest Johnson (RB, JAX)",@BUF,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,D'Ernest Johnson,RB, jax,5
203,"Gunner Olszewski (WR, PIT)",BAL,-2.0,-2.0,-2.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,1,Gunner Olszewski,WR, pit,5
204,"Derrick Gore (RB, WAS)",CHI,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Derrick Gore,RB, was,5
205,"Tua Tagovailoa (QB, MIA)",NYG,18.92,22.92,22.92,22/30,73.3%,308,2,2,2,6,3.0,0,0,0,0,0.0,0,0,0,Tua Tagovailoa,QB, mia,5
206,"Brycen Hopkins (TE, LAR)",PHI,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Brycen Hopkins,TE, lar,5
207,"CeeDee Lamb (WR, DAL)",@SF,8.9,6.9,4.9,0/0,0%,0,0,0,0,0,0.0,0,4,5,49,12.2,0,0,0,CeeDee Lamb,WR, dal,5
208,"Jonathan Taylor (RB, IND)",TEN,4.4,3.9,3.4,0/0,0%,0,0,0,6,18,3.0,0,1,1,16,16.0,0,0,0,Jonathan Taylor,RB, ind,5
209,"D'Andre Swift (RB, PHI)",@LAR,16.8,13.8,10.8,0/0,0%,0,0,0,17,70,4.1,0,6,6,38,6.3,0,0,0,D'Andre Swift,RB, phi,5
210,"Justin Jefferson (WR, MIN)",KC,5.8,4.3,2.8,0/0,0%,0,0,0,0,0,0.0,0,3,6,28,9.3,0,0,0,Justin Jefferson,WR, min,5
211,"DeVonta Smith (WR, PHI)",@LAR,1.6,1.1,0.6,0/0,0%,0,0,0,0,0,0.0,0,1,5,6,6.0,0,0,0,DeVonta Smith,WR, phi,5
212,"Cam Akers (RB, MIN)",KC,3.8,2.8,1.8,0/0,0%,0,0,0,5,15,3.0,0,2,2,3,1.5,0,0,0,Cam Akers,RB, min,5
213,"Tee Higgins (WR, CIN)",@ARI,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Tee Higgins,WR, cin,5
214,"Chuba Hubbard (RB, CAR)",@DET,4.5,4.0,3.5,0/0,0%,0,0,0,9,35,3.9,0,1,2,0,0.0,0,0,0,Chuba Hubbard,RB, car,5
215,"Jerry Jeudy (WR, DEN)",NYJ,11.0,8.0,5.0,0/0,0%,0,0,0,0,0,0.0,0,6,7,50,8.3,0,0,0,Jerry Jeudy,WR, den,5
216,"Joe Burrow (QB, CIN)",@ARI,24.38,30.38,30.38,36/46,78.3%,317,3,1,4,7,1.8,0,0,0,0,0.0,0,0,0,Joe Burrow,QB, cin,5
217,"Travis Etienne Jr. (RB, JAX)",@BUF,36.4,34.4,32.4,0/0,0%,0,0,0,26,136,5.2,2,4,5,48,12.0,0,1,0,Travis Etienne Jr.,RB, jax,5
218,"Laviska Shenault Jr. (WR, CAR)",@DET,2.7,2.7,2.7,0/0,0%,0,0,0,5,27,5.4,0,0,0,0,0.0,0,0,0,Laviska Shenault Jr.,WR, car,5
219,"K.J. Osborn (WR, MIN)",KC,9.9,7.4,4.9,0/0,0%,0,0,0,0,0,0.0,0,5,9,49,9.8,0,0,0,K.J. Osborn,WR, min,5
220,"Jauan Jennings (WR, SF)",DAL,2.9,2.4,1.9,0/0,0%,0,0,0,0,0,0.0,0,1,1,19,19.0,0,0,0,Jauan Jennings,WR, sf,5
221,"Devin Duvernay (WR, BAL)",@PIT,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,Devin Duvernay,WR, bal,5
222,"Lawrence Cager (TE, NYG)",@MIA,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Lawrence Cager,TE, nyg,5
223,"Giovanni Ricci (TE, CAR)",@DET,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Giovanni Ricci,TE, car,5
224,"Nick Westbrook-Ikhine (WR, TEN)",@IND,1.9,1.4,0.9,0/0,0%,0,0,0,0,0,0.0,0,1,3,9,9.0,0,0,0,Nick Westbrook-Ikhine,WR, ten,5
225,"Gabe Davis (WR, BUF)",JAX,22.0,19.0,16.0,0/0,0%,0,0,0,0,0,0.0,0,6,8,100,16.7,1,0,0,Gabe Davis,WR, buf,5
226,"Juwan Johnson (TE, NO)",@NE,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Juwan Johnson,TE, no,5
227,"Van Jefferson (WR, LAR)",PHI,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Van Jefferson,WR, lar,5
228,"Lynn Bowden (WR, NO)",@NE,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Lynn Bowden,WR, no,5
229,"Michael Pittman Jr. (WR, IND)",TEN,10.2,7.7,5.2,0/0,0%,0,0,0,0,0,0.0,0,5,7,52,10.4,0,0,0,Michael Pittman Jr.,WR, ind,5
230,"Brandon Aiyuk (WR, SF)",DAL,9.8,7.8,5.8,0/0,0%,0,0,0,0,0,0.0,0,4,7,58,14.5,0,0,0,Brandon Aiyuk,WR, sf,5
231,"Chase Claypool (WR, CHI)",@WAS,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Chase Claypool,WR, chi,5
232,"Nico Collins (WR, HOU)",@ATL,6.9,5.4,3.9,0/0,0%,0,0,0,0,0,0.0,0,3,4,39,13.0,0,0,0,Nico Collins,WR, hou,5
233,"Isaiah Hodgins (WR, NYG)",@MIA,3.9,2.9,1.9,0/0,0%,0,0,0,0,0,0.0,0,2,2,19,9.5,0,0,0,Isaiah Hodgins,WR, nyg,5
234,"JaMycal Hasty (RB, JAX)",@BUF,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,JaMycal Hasty,RB, jax,5
235,"Najee Harris (RB, PIT)",BAL,5.0,4.5,4.0,0/0,0%,0,0,0,14,37,2.6,0,1,1,3,3.0,0,0,0,Najee Harris,RB, pit,5
236,"Clyde Edwards-Helaire (RB, KC)",@MIN,0.4,0.4,0.4,0/0,0%,0,0,0,3,4,1.3,0,0,0,0,0.0,0,0,0,Clyde Edwards-Helaire,RB, kc,5
237,"Cole Kmet (TE, CHI)",@WAS,14.2,11.7,9.2,0/0,0%,0,0,0,0,0,0.0,0,5,5,42,8.4,1,0,1,Cole Kmet,TE, chi,5
238,"Sean McKeon (TE, DAL)",@SF,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Sean McKeon,TE, dal,5
239,"Zack Moss (RB, IND)",TEN,33.5,32.5,31.5,0/0,0%,0,0,0,23,165,7.2,2,2,2,30,15.0,0,0,0,Zack Moss,RB, ind,5
240,"Noah Gray (TE, KC)",@MIN,4.1,3.1,2.1,0/0,0%,0,0,0,0,0,0.0,0,2,2,21,10.5,0,0,0,Noah Gray,TE, kc,5
241,"Adam Trautman (TE, DEN)",NYJ,12.6,10.6,8.6,0/0,0%,0,0,0,0,0,0.0,0,4,5,26,6.5,1,0,0,Adam Trautman,TE, den,5
242,"Albert Okwuegbunam (TE, PHI)",@LAR,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Albert Okwuegbunam,TE, phi,5
243,"Luke Farrell (TE, JAX)",@BUF,2.6,2.1,1.6,0/0,0%,0,0,0,0,0,0.0,0,1,1,16,16.0,0,0,0,Luke Farrell,TE, jax,5
244,"Josiah Deguara (TE, GB)",@LV,2.9,2.4,1.9,0/0,0%,0,0,0,0,0,0.0,0,1,1,19,19.0,0,0,0,Josiah Deguara,TE, gb,5
245,"Mitchell Wilcox (TE, CIN)",@ARI,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Mitchell Wilcox,TE, cin,5
246,"Trey Sermon (RB, IND)",TEN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Trey Sermon,RB, ind,5
247,"AJ Dillon (RB, GB)",@LV,13.6,13.6,13.6,0/0,0%,0,0,0,20,76,3.8,1,0,1,0,0.0,0,0,0,AJ Dillon,RB, gb,5
248,"Tyler Huntley (QB, BAL)",@PIT,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Tyler Huntley,QB, bal,5
249,"Jake Luton (QB, NO)",@NE,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Jake Luton,QB, no,5
250,"Sam Ehlinger (QB, IND)",TEN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Sam Ehlinger,QB, ind,5
251,"Patrick Taylor (RB, GB)",@LV,2.7,1.7,0.7,0/0,0%,0,0,0,2,2,1.0,0,2,5,5,2.5,0,0,0,Patrick Taylor,RB, gb,5
252,"Jalen Hurts (QB, PHI)",@LAR,28.32,30.32,30.32,25/38,65.8%,303,1,1,15,72,4.8,1,0,0,0,0.0,0,0,0,Jalen Hurts,QB, phi,5
253,"Jordan Love (QB, GB)",@LV,7.98,7.98,7.98,16/30,53.3%,182,0,3,2,37,18.5,0,0,0,0,0.0,0,0,0,Jordan Love,QB, gb,5
254,"Salvon Ahmed (RB, MIA)",NYG,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Salvon Ahmed,RB, mia,5
255,"Ty Chandler (RB, MIN)",KC,1.5,1.5,1.5,0/0,0%,0,0,0,1,15,15.0,0,0,0,0,0.0,0,0,0,Ty Chandler,RB, min,5
256,"Antonio Gibson (RB, WAS)",CHI,10.4,8.4,6.4,0/0,0%,0,0,0,0,0,0.0,0,4,6,64,16.0,0,0,0,Antonio Gibson,RB, was,5
257,"Rico Dowdle (RB, DAL)",@SF,1.5,1.5,1.5,0/0,0%,0,0,0,5,15,3.0,0,0,1,0,0.0,0,0,0,Rico Dowdle,RB, dal,5
258,"Quez Watkins (WR, PHI)",@LAR,2.4,1.4,0.4,0/0,0%,0,0,0,0,0,0.0,0,2,3,4,2.0,0,0,0,Quez Watkins,WR, phi,5
259,"Darnell Mooney (WR, CHI)",@WAS,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,4,0,0.0,0,0,0,Darnell Mooney,WR, chi,5
260,"Charlie Woerner (TE, SF)",DAL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Charlie Woerner,TE, sf,5
261,"Reggie Gilliam (RB, BUF)",JAX,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Reggie Gilliam,RB, buf,5
262,"Kristian Wilkerson (WR, LV)",GB,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Kristian Wilkerson,WR, lv,5
263,"Trevor Lawrence (QB, JAX)",@BUF,14.7,16.7,16.7,25/37,67.6%,315,1,0,7,31,4.4,0,0,0,0,0.0,0,0,3,Trevor Lawrence,QB, jax,5
264,"Justin Fields (QB, CHI)",@WAS,32.98,40.98,40.98,15/29,51.7%,282,4,0,11,57,5.2,0,0,0,0,0.0,0,0,0,Justin Fields,QB, chi,5
265,"Trey Lance (QB, DAL)",@SF,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Trey Lance,QB, dal,5
266,"Zach Wilson (QB, NYJ)",@DEN,7.56,7.56,7.56,19/26,73.1%,199,0,1,3,26,8.7,0,0,0,0,0.0,0,0,2,Zach Wilson,QB, nyj,5
267,"Mac Jones (QB, NE)",NO,0.4,0.4,0.4,12/22,54.5%,110,0,2,1,0,0.0,0,0,0,0,0.0,0,0,1,Mac Jones,QB, ne,5
268,"Kenny Pickett (QB, PIT)",BAL,12.36,14.36,14.36,18/32,56.2%,224,1,0,6,-6,-1.0,0,0,0,0,0.0,0,0,0,Kenny Pickett,QB, pit,5
269,"Desmond Ridder (QB, ATL)",HOU,26.16,28.16,28.16,28/37,75.7%,329,1,0,4,10,2.5,1,0,0,0,0.0,0,1,0,Desmond Ridder,QB, atl,5
270,"Davis Mills (QB, HOU)",@ATL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Davis Mills,QB, hou,5
271,"Brevin Jordan (TE, HOU)",@ATL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Brevin Jordan,TE, hou,5
272,"Pat Freiermuth (TE, PIT)",BAL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Pat Freiermuth,TE, pit,5
273,"Kyle Pitts (TE, ATL)",HOU,15.7,12.2,8.7,0/0,0%,0,0,0,0,0,0.0,0,7,11,87,12.4,0,0,0,Kyle Pitts,TE, atl,5
274,"Quintin Morris (TE, BUF)",JAX,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Quintin Morris,TE, buf,5
275,"Cole Turner (TE, WAS)",CHI,1.9,1.4,0.9,0/0,0%,0,0,0,0,0,0.0,0,1,1,9,9.0,0,0,0,Cole Turner,TE, was,5
276,"Peyton Hendershot (TE, DAL)",@SF,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Peyton Hendershot,TE, dal,5
277,"Jeremy Ruckert (TE, NYJ)",@DEN,1.2,0.7,0.2,0/0,0%,0,0,0,0,0,0.0,0,1,1,2,2.0,0,0,0,Jeremy Ruckert,TE, nyj,5
278,"James Mitchell (TE, DET)",CAR,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,James Mitchell,TE, det,5
279,"Breece Hall (RB, NYJ)",@DEN,28.4,26.9,25.4,0/0,0%,0,0,0,22,177,8.0,1,3,3,17,5.7,0,0,0,Breece Hall,RB, nyj,5
280,"Elijah Mitchell (RB, SF)",DAL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Elijah Mitchell,RB, sf,5
281,"Zamir White (RB, LV)",GB,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Zamir White,RB, lv,5
282,"Rhamondre Stevenson (RB, NE)",NO,2.4,2.4,2.4,0/0,0%,0,0,0,8,24,3.0,0,0,2,0,0.0,0,0,0,Rhamondre Stevenson,RB, ne,5
283,"Ronnie Rivers (RB, LAR)",PHI,0.1,0.1,0.1,0/0,0%,0,0,0,1,1,1.0,0,0,0,0,0.0,0,0,0,Ronnie Rivers,RB, lar,5
284,"Michael Carter (RB, NYJ)",@DEN,5.2,3.7,2.2,0/0,0%,0,0,0,1,8,8.0,0,3,3,14,4.7,0,0,0,Michael Carter,RB, nyj,5
285,"Javonte Williams (RB, DEN)",NYJ,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Javonte Williams,RB, den,5
286,"Keaontay Ingram (RB, ARI)",CIN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Keaontay Ingram,RB, ari,5
287,"Kenneth Gainwell (RB, PHI)",@LAR,3.4,2.9,2.4,0/0,0%,0,0,0,7,17,2.4,0,1,2,7,7.0,0,0,0,Kenneth Gainwell,RB, phi,5
288,"Khalil Herbert (RB, CHI)",@WAS,7.6,7.6,7.6,0/0,0%,0,0,0,10,76,7.6,0,0,3,0,0.0,0,0,0,Khalil Herbert,RB, chi,5
289,"Ja'Marr Chase (WR, CIN)",@ARI,52.2,44.7,37.2,0/0,0%,0,0,0,0,0,0.0,0,15,19,192,12.8,3,0,0,Ja'Marr Chase,WR, cin,5
290,"Chris Olave (WR, NO)",@NE,9.2,8.2,7.2,0/0,0%,0,0,0,0,0,0.0,0,2,5,12,6.0,1,0,0,Chris Olave,WR, no,5
291,"Calvin Austin III (WR, PIT)",BAL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,Calvin Austin III,WR, pit,5
292,"Amari Rodgers (WR, IND)",TEN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Amari Rodgers,WR, ind,5
293,"Amon-Ra St. Brown (WR, DET)",CAR,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Amon-Ra St. Brown,WR, det,5
294,"Ben Skowronek (WR, LAR)",PHI,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,Ben Skowronek,WR, lar,5
295,"Ihmir Smith-Marsette (WR, CAR)",@DET,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Ihmir Smith-Marsette,WR, car,5
296,"Jalen Tolbert (WR, DAL)",@SF,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Jalen Tolbert,WR, dal,5
297,"Jaylen Waddle (WR, MIA)",NYG,14.5,12.0,9.5,0/0,0%,0,0,0,0,0,0.0,0,5,10,35,7.0,1,0,0,Jaylen Waddle,WR, mia,5
298,"Tutu Atwell (WR, LAR)",PHI,8.9,7.9,6.9,0/0,0%,0,0,0,0,0,0.0,0,2,5,9,4.5,1,0,0,Tutu Atwell,WR, lar,5
299,"Kadarius Toney (WR, KC)",@MIN,7.7,5.2,2.7,0/0,0%,0,0,0,1,1,1.0,0,5,6,26,5.2,0,0,0,Kadarius Toney,WR, kc,5
300,"Rashod Bateman (WR, BAL)",@PIT,1.8,1.3,0.8,0/0,0%,0,0,0,0,0,0.0,0,1,3,8,8.0,0,0,0,Rashod Bateman,WR, bal,5
