,Player,Opp,PPR PTS,0.5 PPR,STD PTS,C/A,PCT,YDS,TD,INT,RUSH,YDS.1,AVG,TD.1,REC,TAR,YDS.2,AVG.1,TD.2,2PC,FUM,Name,pos,team,weekn
6862,"Clyde Edwards-Helaire (RB, KC)",@NE,20.1,18.1,16.1,0/0,0%,0,0,0,13,37,2.8,0,4,4,64,16.0,1,0,0,Clyde Edwards-Helaire,RB, kc,15
6863,"Cole Kmet (TE, CHI)",@CLE,13.3,10.8,8.3,0/0,0%,0,0,0,0,0,0.0,0,5,7,23,4.6,1,0,0,Cole Kmet,TE, chi,15
6864,"Joshua Kelley (RB, LAC)",@LV,1.8,1.3,0.8,0/0,0%,0,0,0,5,22,4.4,0,1,1,6,6.0,0,0,1,Joshua Kelley,RB, lac,15
6865,"Jonathan Ward (RB, TEN)",HOU,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Jonathan Ward,RB, ten,15
6866,"Harrison Bryant (TE, CLE)",CHI,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,Harrison Bryant,TE, cle,15
6867,"Zack Moss (RB, IND)",PIT,12.3,10.8,9.3,0/0,0%,0,0,0,4,13,3.2,0,3,3,20,6.7,1,0,0,Zack Moss,RB, ind,15
6868,"Noah Gray (TE, KC)",@NE,5.7,4.7,3.7,0/0,0%,0,0,0,0,0,0.0,0,2,2,37,18.5,0,0,0,Noah Gray,TE, kc,15
6869,"Adam Trautman (TE, DEN)",@DET,3.4,2.9,2.4,0/0,0%,0,0,0,0,0,0.0,0,1,3,24,24.0,0,0,0,Adam Trautman,TE, den,15
6870,"Albert Okwuegbunam (TE, PHI)",@SEA,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Albert Okwuegbunam,TE, phi,15
6871,"Luke Farrell (TE, JAX)",BAL,3.8,3.3,2.8,0/0,0%,0,0,0,0,0,0.0,0,1,1,28,28.0,0,0,0,Luke Farrell,TE, jax,15
6872,"Josiah Deguara (TE, GB)",TB,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Josiah Deguara,TE, gb,15
6873,"Mitchell Wilcox (TE, CIN)",MIN,4.0,3.0,2.0,0/0,0%,0,0,0,0,0,0.0,0,2,2,20,10.0,0,0,0,Mitchell Wilcox,TE, cin,15
6874,"Trey Sermon (RB, IND)",PIT,8.8,8.8,8.8,0/0,0%,0,0,0,17,88,5.2,0,0,0,0,0.0,0,0,0,Trey Sermon,RB, ind,15
6875,"AJ Dillon (RB, GB)",TB,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,AJ Dillon,RB, gb,15
6876,"DeeJay Dallas (RB, SEA)",PHI,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,DeeJay Dallas,RB, sea,15
6877,"Colby Parkinson (TE, SEA)",PHI,1.6,1.1,0.6,0/0,0%,0,0,0,0,0,0.0,0,1,1,6,6.0,0,0,0,Colby Parkinson,TE, sea,15
6878,"Tyler Huntley (QB, BAL)",@JAX,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Tyler Huntley,QB, bal,15
6879,"Sam Ehlinger (QB, IND)",PIT,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Sam Ehlinger,QB, ind,15
6880,"Patrick Taylor (RB, GB)",TB,2.2,1.2,0.2,0/0,0%,0,0,0,1,6,6.0,0,2,2,-4,-2.0,0,0,0,Patrick Taylor,RB, gb,15
6881,"Jalen Hurts (QB, PHI)",@SEA,23.92,23.92,23.92,17/31,54.8%,143,0,2,13,82,6.3,2,0,0,0,0.0,0,0,0,Jalen Hurts,QB, phi,15
6882,"Jordan Love (QB, GB)",TB,17.46,21.46,21.46,29/39,74.4%,284,2,0,2,1,0.5,0,0,0,0,0.0,0,0,1,Jordan Love,QB, gb,15
6883,"Darrynton Evans (RB, MIA)",NYJ,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Darrynton Evans,RB, mia,15
6884,"Ty Chandler (RB, MIN)",@CIN,24.7,23.2,21.7,0/0,0%,0,0,0,23,132,5.7,1,3,4,25,8.3,0,0,0,Ty Chandler,RB, min,15
6885,"Anthony McFarland Jr. (RB, PIT)",@IND,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Anthony McFarland Jr.,RB, pit,15
6886,"Antonio Gibson (RB, WAS)",@LAR,8.5,6.0,3.5,0/0,0%,0,0,0,4,15,3.8,0,5,5,20,4.0,0,0,0,Antonio Gibson,RB, was,15
6887,"Stephen Sullivan (TE, CAR)",ATL,2.4,1.9,1.4,0/0,0%,0,0,0,0,0,0.0,0,1,1,14,14.0,0,0,0,Stephen Sullivan,TE, car,15
6888,"Rico Dowdle (RB, DAL)",@BUF,3.2,2.2,1.2,0/0,0%,0,0,0,3,4,1.3,0,2,3,8,4.0,0,0,0,Rico Dowdle,RB, dal,15
6889,"Quez Watkins (WR, PHI)",@SEA,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,Quez Watkins,WR, phi,15
6890,"Darnell Mooney (WR, CHI)",@CLE,3.4,2.4,1.4,0/0,0%,0,0,0,0,0,0.0,0,2,8,14,7.0,0,0,0,Darnell Mooney,WR, chi,15
6891,"Charlie Woerner (TE, SF)",@ARI,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Charlie Woerner,TE, sf,15
6892,"Ben DiNucci (QB, DEN)",@DET,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Ben DiNucci,QB, den,15
6893,"Reggie Gilliam (RB, BUF)",DAL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Reggie Gilliam,RB, buf,15
6894,"Mason Kinsey (WR, TEN)",HOU,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Mason Kinsey,WR, ten,15
6895,"Trevor Lawrence (QB, JAX)",BAL,14.66,16.66,16.66,25/43,58.1%,264,1,0,4,41,10.2,0,0,0,0,0.0,0,0,2,Trevor Lawrence,QB, jax,15
6896,"Justin Fields (QB, CHI)",@CLE,9.64,11.64,11.64,19/40,47.5%,166,1,2,7,30,4.3,0,0,0,0,0.0,0,0,2,Justin Fields,QB, chi,15
6897,"Trey Lance (QB, DAL)",@BUF,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Trey Lance,QB, dal,15
6898,"Kyle Trask (QB, TB)",@GB,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Kyle Trask,QB, tb,15
6899,"Zach Wilson (QB, NYJ)",@MIA,-0.96,-0.96,-0.96,4/11,36.4%,26,0,0,0,0,0.0,0,0,0,0,0.0,0,0,1,Zach Wilson,QB, nyj,15
6900,"Mac Jones (QB, NE)",KC,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Mac Jones,QB, ne,15
6901,"Kenny Pickett (QB, PIT)",@IND,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Kenny Pickett,QB, pit,15
6902,"Desmond Ridder (QB, ATL)",@CAR,7.880000000000001,9.88,9.88,12/20,60%,152,1,1,5,-2,-0.4,0,0,0,0,0.0,0,0,1,Desmond Ridder,QB, atl,15
6903,"Davis Mills (QB, HOU)",@TEN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Davis Mills,QB, hou,15
6904,"Brevin Jordan (TE, HOU)",@TEN,2.4,1.9,1.4,0/0,0%,0,0,0,0,0,0.0,0,1,1,14,14.0,0,0,0,Brevin Jordan,TE, hou,15
6905,"Pat Freiermuth (TE, PIT)",@IND,4.6,3.1,1.6,0/0,0%,0,0,0,0,0,0.0,0,3,4,16,5.3,0,0,0,Pat Freiermuth,TE, pit,15
6906,"Kyle Pitts (TE, ATL)",@CAR,6.7,5.2,3.7,0/0,0%,0,0,0,0,0,0.0,0,3,4,37,12.3,0,0,0,Kyle Pitts,TE, atl,15
6907,"Quintin Morris (TE, BUF)",DAL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Quintin Morris,TE, buf,15
6908,"Kenny Yeboah (TE, NYJ)",@MIA,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Kenny Yeboah,TE, nyj,15
6909,"Cole Turner (TE, WAS)",@LAR,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Cole Turner,TE, was,15
6910,"Peyton Hendershot (TE, DAL)",@BUF,1.5,1.0,0.5,0/0,0%,0,0,0,0,0,0.0,0,1,1,5,5.0,0,0,0,Peyton Hendershot,TE, dal,15
6911,"Jeremy Ruckert (TE, NYJ)",@MIA,3.6,2.6,1.6,0/0,0%,0,0,0,0,0,0.0,0,2,2,16,8.0,0,0,0,Jeremy Ruckert,TE, nyj,15
6912,"James Mitchell (TE, DET)",DEN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,James Mitchell,TE, det,15
6913,"Breece Hall (RB, NYJ)",@MIA,2.8,2.3,1.8,0/0,0%,0,0,0,6,12,2.0,0,1,2,6,6.0,0,0,0,Breece Hall,RB, nyj,15
6914,"Elijah Mitchell (RB, SF)",@ARI,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Elijah Mitchell,RB, sf,15
6915,"Zamir White (RB, LV)",LAC,17.5,16.0,14.5,0/0,0%,0,0,0,17,69,4.1,1,3,4,16,5.3,0,0,0,Zamir White,RB, lv,15
6916,"Rhamondre Stevenson (RB, NE)",KC,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Rhamondre Stevenson,RB, ne,15
6917,"Michael Carter (RB, ARI)",SF,6.7,5.2,3.7,0/0,0%,0,0,0,3,27,9.0,0,3,3,10,3.3,0,0,0,Michael Carter,RB, ari,15
6918,"Javonte Williams (RB, DEN)",@DET,4.0,3.0,2.0,0/0,0%,0,0,0,12,27,2.2,0,2,2,-7,-3.5,0,0,0,Javonte Williams,RB, den,15
6919,"Kenneth Gainwell (RB, PHI)",@SEA,2.1,2.1,2.1,0/0,0%,0,0,0,6,21,3.5,0,0,1,0,0.0,0,0,0,Kenneth Gainwell,RB, phi,15
6920,"Khalil Herbert (RB, CHI)",@CLE,2.2,1.7,1.2,0/0,0%,0,0,0,6,8,1.3,0,1,1,4,4.0,0,0,0,Khalil Herbert,RB, chi,15
6921,"Ja'Marr Chase (WR, CIN)",MIN,10.4,8.4,6.4,0/0,0%,0,0,0,0,0,0.0,0,4,4,64,16.0,0,0,0,Ja'Marr Chase,WR, cin,15
6922,"Chris Olave (WR, NO)",NYG,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Chris Olave,WR, no,15
6923,"Calvin Austin III (WR, PIT)",@IND,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Calvin Austin III,WR, pit,15
6924,"Dee Eskridge (WR, SEA)",PHI,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Dee Eskridge,WR, sea,15
6925,"Amon-Ra St. Brown (WR, DET)",DEN,24.2,20.7,17.2,0/0,0%,0,0,0,0,0,0.0,0,7,9,112,16.0,1,0,0,Amon-Ra St. Brown,WR, det,15
6926,"Ben Skowronek (WR, LAR)",WAS,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Ben Skowronek,WR, lar,15
6927,"Elijah Moore (WR, CLE)",CHI,3.7,2.7,1.7,0/0,0%,0,0,0,0,0,0.0,0,2,3,17,8.5,0,0,0,Elijah Moore,WR, cle,15
6928,"Ihmir Smith-Marsette (WR, CAR)",ATL,4.2,3.2,2.2,0/0,0%,0,0,0,4,31,7.8,0,2,2,1,0.5,0,0,1,Ihmir Smith-Marsette,WR, car,15
6929,"Jalen Tolbert (WR, DAL)",@BUF,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Jalen Tolbert,WR, dal,15
6930,"Jaylen Waddle (WR, MIA)",NYJ,28.2,24.2,20.2,0/0,0%,0,0,0,0,0,0.0,0,8,9,142,17.8,1,0,0,Jaylen Waddle,WR, mia,15
6931,"Tutu Atwell (WR, LAR)",WAS,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Tutu Atwell,WR, lar,15
6932,"Tylan Wallace (WR, BAL)",@JAX,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Tylan Wallace,WR, bal,15
6933,"Joshua Palmer (WR, LAC)",@LV,21.3,19.3,17.3,0/0,0%,0,0,0,0,0,0.0,0,4,4,113,28.2,1,0,0,Joshua Palmer,WR, lac,15
6934,"Kadarius Toney (WR, KC)",@NE,2.5,1.5,0.5,0/0,0%,0,0,0,0,0,0.0,0,2,4,5,2.5,0,0,0,Kadarius Toney,WR, kc,15
6935,"Mike Strachan (WR, CAR)",ATL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Mike Strachan,WR, car,15
6936,"Rashod Bateman (WR, BAL)",@JAX,6.9,5.4,3.9,0/0,0%,0,0,0,0,0,0.0,0,3,6,39,13.0,0,0,0,Rashod Bateman,WR, bal,15
6937,"Rondale Moore (WR, ARI)",SF,1.8,0.8,-0.2,0/0,0%,0,0,0,1,3,3.0,0,2,3,5,2.5,0,0,1,Rondale Moore,WR, ari,15
6938,"Ronnie Bell (WR, SF)",@ARI,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,Ronnie Bell,WR, sf,15
6939,"DJ Turner (WR, LV)",LAC,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,DJ Turner,WR, lv,15
6940,"Chris Evans (RB, CIN)",MIN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Chris Evans,RB, cin,15
6941,"John Bates (TE, WAS)",@LAR,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,John Bates,TE, was,15
6942,"Jack Stoll (TE, PHI)",@SEA,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Jack Stoll,TE, phi,15
6943,"Tommy Tremble (TE, CAR)",ATL,5.2,4.2,3.2,0/0,0%,0,0,0,0,0,0.0,0,2,2,32,16.0,0,0,0,Tommy Tremble,TE, car,15
6944,"Kene Nwangwu (RB, MIN)",@CIN,0.1,0.1,0.1,0/0,0%,0,0,0,1,1,1.0,0,0,0,0,0.0,0,0,0,Kene Nwangwu,RB, min,15
6945,"Terrace Marshall Jr. (WR, CAR)",ATL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Terrace Marshall Jr.,WR, car,15
6946,"Dyami Brown (WR, WAS)",@LAR,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,Dyami Brown,WR, was,15
6947,"Kylen Granson (TE, IND)",PIT,1.6,1.1,0.6,0/0,0%,0,0,0,0,0,0.0,0,1,1,6,6.0,0,0,0,Kylen Granson,TE, ind,15
6948,"Tim Jones (WR, JAX)",BAL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Tim Jones,WR, jax,15
6949,"Josh Pederson (TE, JAX)",BAL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Josh Pederson,TE, jax,15
6950,"Austin Trammell (WR, LAR)",WAS,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Austin Trammell,WR, lar,15
6951,"Adam Prentice (RB, NO)",NYG,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Adam Prentice,RB, no,15
6952,"Brock Wright (TE, DET)",DEN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Brock Wright,TE, det,15
6953,"Malik Willis (QB, TEN)",HOU,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Malik Willis,QB, ten,15
6954,"Treylon Burks (WR, TEN)",HOU,9.4,7.9,6.4,0/0,0%,0,0,0,1,2,2.0,0,3,3,62,20.7,0,0,0,Treylon Burks,WR, ten,15
6955,"Zay Flowers (WR, BAL)",@JAX,1.7,1.2,0.7,0/0,0%,0,0,0,0,0,0.0,0,1,2,7,7.0,0,0,0,Zay Flowers,WR, bal,15
6956,"Kayshon Boutte (WR, NE)",KC,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Kayshon Boutte,WR, ne,15
6957,"Garrett Wilson (WR, NYJ)",@MIA,5.9,4.4,2.9,0/0,0%,0,0,0,0,0,0.0,0,3,4,29,9.7,0,0,0,Garrett Wilson,WR, nyj,15
6958,"Bryce Young (QB, CAR)",ATL,6.58,6.58,6.58,18/24,75%,167,0,0,4,9,2.2,0,0,0,0,0.0,0,0,1,Bryce Young,QB, car,15
6959,"Cade Otton (TE, TB)",@GB,6.4,5.4,4.4,0/0,0%,0,0,0,0,0,0.0,0,2,2,44,22.0,0,0,0,Cade Otton,TE, tb,15
6960,"Charlie Kolar (TE, BAL)",@JAX,2.5,2.0,1.5,0/0,0%,0,0,0,0,0,0.0,0,1,1,15,15.0,0,0,0,Charlie Kolar,TE, bal,15
6961,"Darnell Washington (TE, PIT)",@IND,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Darnell Washington,TE, pit,15
6962,"Jake Ferguson (TE, DAL)",@BUF,10.4,7.4,4.4,0/0,0%,0,0,0,0,0,0.0,0,6,8,44,7.3,0,0,0,Jake Ferguson,TE, dal,15
6963,"Michael Mayer (TE, LV)",LAC,13.9,11.9,9.9,0/0,0%,0,0,0,0,0,0.0,0,4,5,39,9.8,1,0,0,Michael Mayer,TE, lv,15
6964,"Sam LaPorta (TE, DET)",DEN,28.6,26.1,23.6,0/0,0%,0,0,0,0,0,0.0,0,5,6,56,11.2,3,0,0,Sam LaPorta,TE, det,15
6965,"Will Mallory (TE, IND)",PIT,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Will Mallory,TE, ind,15
6966,"David Bell (WR, CLE)",CHI,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,David Bell,WR, cle,15
6967,"Drake London (WR, ATL)",@CAR,4.4,3.4,2.4,0/0,0%,0,0,0,0,0,0.0,0,2,3,24,12.0,0,0,0,Drake London,WR, atl,15
6968,"George Pickens (WR, PIT)",@IND,7.7,6.2,4.7,0/0,0%,0,0,0,0,0,0.0,0,3,7,47,15.7,0,0,0,George Pickens,WR, pit,15
6969,"Jahan Dotson (WR, WAS)",@LAR,2.2,1.7,1.2,0/0,0%,0,0,0,0,0,0.0,0,1,1,12,12.0,0,0,0,Jahan Dotson,WR, was,15
6970,"Jaxon Smith-Njigba (WR, SEA)",PHI,14.8,12.8,10.8,0/0,0%,0,0,0,0,0,0.0,0,4,4,48,12.0,1,0,0,Jaxon Smith-Njigba,WR, sea,15
6971,"John Metchie III (WR, HOU)",@TEN,1.1,0.6,0.1,0/0,0%,0,0,0,0,0,0.0,0,1,1,1,1.0,0,0,0,John Metchie III,WR, hou,15
6972,"Jonathan Mingo (WR, CAR)",ATL,7.2,5.2,3.2,0/0,0%,0,0,0,0,0,0.0,0,4,5,32,8.0,0,0,0,Jonathan Mingo,WR, car,15
6973,"Jordan Addison (WR, MIN)",@CIN,29.1,26.1,23.1,0/0,0%,0,0,0,0,0,0.0,0,6,6,111,18.5,2,0,0,Jordan Addison,WR, min,15
6974,"Justyn Ross (WR, KC)",@NE,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Justyn Ross,WR, kc,15
6975,"Marvin Mims Jr. (WR, DEN)",@DET,1.1,1.1,1.1,0/0,0%,0,0,0,1,11,11.0,0,0,2,0,0.0,0,0,0,Marvin Mims Jr.,WR, den,15
6976,"Romeo Doubs (WR, GB)",TB,6.0,4.5,3.0,0/0,0%,0,0,0,0,0,0.0,0,3,3,30,10.0,0,0,0,Romeo Doubs,WR, gb,15
6977,"Skyy Moore (WR, KC)",@NE,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Skyy Moore,WR, kc,15
6978,"Wan'Dale Robinson (WR, NYG)",@NO,6.5,4.5,2.5,0/0,0%,0,0,0,0,0,0.0,0,4,4,25,6.2,0,0,0,Wan'Dale Robinson,WR, nyg,15
6979,"Zach Charbonnet (RB, SEA)",PHI,1.6,1.6,1.6,0/0,0%,0,0,0,4,16,4.0,0,0,1,0,0.0,0,0,0,Zach Charbonnet,RB, sea,15
6980,"Zach Evans (RB, LAR)",WAS,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Zach Evans,RB, lar,15
6981,"Sam Howell (QB, WAS)",@LAR,9.28,11.28,11.28,11/26,42.3%,102,1,1,3,22,7.3,0,0,0,0,0.0,0,0,0,Sam Howell,QB, was,15
6982,"Bijan Robinson (RB, ATL)",@CAR,0.4,-0.1,-0.6,0/0,0%,0,0,0,7,11,1.6,0,1,3,3,3.0,0,0,1,Bijan Robinson,RB, atl,15
6983,"Brian Robinson Jr. (RB, WAS)",@LAR,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Brian Robinson Jr.,RB, was,15
6984,"Tank Bigsby (RB, JAX)",BAL,-0.2,-0.2,-0.2,0/0,0%,0,0,0,1,-2,-2.0,0,0,0,0,0.0,0,0,0,Tank Bigsby,RB, jax,15
6985,"Eric Gray (RB, NYG)",@NO,3.6,2.1,0.6,0/0,0%,0,0,0,0,0,0.0,0,3,4,6,2.0,0,0,0,Eric Gray,RB, nyg,15
6986,"Isaiah Spiller (RB, LAC)",@LV,5.0,5.0,5.0,0/0,0%,0,0,0,16,50,3.1,0,0,0,0,0.0,0,0,0,Isaiah Spiller,RB, lac,15
6987,"Jahmyr Gibbs (RB, DET)",DEN,24.8,23.8,22.8,0/0,0%,0,0,0,11,100,9.1,1,2,2,8,4.0,1,0,0,Jahmyr Gibbs,RB, det,15
6988,"Jerome Ford (RB, CLE)",CHI,7.1,5.1,3.1,0/0,0%,0,0,0,8,20,2.5,0,4,5,11,2.8,0,0,0,Jerome Ford,RB, cle,15
6989,"Kyren Williams (RB, LAR)",WAS,24.5,22.0,19.5,0/0,0%,0,0,0,27,152,5.6,1,5,7,3,0.6,0,1,2,Kyren Williams,RB, lar,15
6990,"Kenneth Walker III (RB, SEA)",PHI,20.2,18.7,17.2,0/0,0%,0,0,0,19,86,4.5,1,3,3,26,8.7,0,0,0,Kenneth Walker III,RB, sea,15
6991,"Rachaad White (RB, TB)",@GB,21.9,20.9,19.9,0/0,0%,0,0,0,21,89,4.2,0,2,2,50,25.0,1,0,0,Rachaad White,RB, tb,15
6992,"Pierre Strong Jr. (RB, CLE)",CHI,3.1,2.1,1.1,0/0,0%,0,0,0,2,2,1.0,0,2,2,9,4.5,0,0,0,Pierre Strong Jr.,RB, cle,15
6993,"Dameon Pierce (RB, HOU)",@TEN,0.3,0.3,0.3,0/0,0%,0,0,0,1,3,3.0,0,0,0,0,0.0,0,0,0,Dameon Pierce,RB, hou,15
6994,"Khalil Shakir (WR, BUF)",DAL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,Khalil Shakir,WR, buf,15
6995,"Dorian Thompson-Robinson (QB, CLE)",CHI,0.2,0.2,0.2,1/1,100%,5,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Dorian Thompson-Robinson,QB, cle,15
6996,"Alec Pierce (WR, IND)",PIT,2.3,1.8,1.3,0/0,0%,0,0,0,0,0,0.0,0,1,5,13,13.0,0,0,0,Alec Pierce,WR, ind,15
6997,"Jayden Reed (WR, GB)",TB,17.2,14.2,11.2,0/0,0%,0,0,0,0,0,0.0,0,6,8,52,8.7,1,0,0,Jayden Reed,WR, gb,15
6998,"Jameson Williams (WR, DET)",DEN,8.7,6.7,4.7,0/0,0%,0,0,0,0,0,0.0,0,4,7,47,11.8,0,0,0,Jameson Williams,WR, det,15
6999,"Chris Rodriguez Jr. (RB, WAS)",@LAR,3.5,3.5,3.5,0/0,0%,0,0,0,10,35,3.5,0,0,0,0,0.0,0,0,0,Chris Rodriguez Jr.,RB, was,15
7000,"C.J. Stroud (QB, HOU)",@TEN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,C.J. Stroud,QB, hou,15
7001,"Brock Purdy (QB, SF)",@ARI,25.68,33.68,33.68,16/25,64%,242,4,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Brock Purdy,QB, sf,15
7002,"James Cook (RB, BUF)",DAL,36.1,35.1,34.1,0/0,0%,0,0,0,25,179,7.2,1,2,3,42,21.0,1,0,0,James Cook,RB, buf,15
7003,"Jake Haener (QB, NO)",NYG,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Jake Haener,QB, no,15
7004,"Tyler Allgeier (RB, ATL)",@CAR,6.1,5.6,5.1,0/0,0%,0,0,0,14,45,3.2,0,1,1,6,6.0,0,0,0,Tyler Allgeier,RB, atl,15
7005,"Trey McBride (TE, ARI)",SF,19.2,14.2,9.2,0/0,0%,0,0,0,0,0,0.0,0,10,11,102,10.2,0,0,1,Trey McBride,TE, ari,15
7006,"Dontayvion Wicks (WR, GB)",TB,14.7,11.7,8.7,0/0,0%,0,0,0,0,0,0.0,0,6,7,97,16.2,0,0,1,Dontayvion Wicks,WR, gb,15
7007,"Isaiah Likely (TE, BAL)",@JAX,18.0,15.5,13.0,0/0,0%,0,0,0,0,0,0.0,0,5,6,70,14.0,1,0,0,Isaiah Likely,TE, bal,15
7008,"Bailey Zappe (QB, NE)",KC,9.4,11.4,11.4,23/31,74.2%,180,1,1,1,2,2.0,0,0,0,0,0.0,0,0,1,Bailey Zappe,QB, ne,15
7009,"Will Levis (QB, TEN)",HOU,14.46,14.46,14.46,17/26,65.4%,199,0,1,4,25,6.2,1,0,0,0,0.0,0,0,1,Will Levis,QB, ten,15
7010,"Raheem Blackshear (RB, CAR)",ATL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Raheem Blackshear,RB, car,15
