,Receiving,Rec,Yds,Avg,Long,TD,Tgt,FL,opp,weekn
2716,M. Alie-Cox,1,30,30.0,30,0,1,0,tb,12
2717,W. Mallory,2,29,14.5,17,0,3,0,tb,12
2718,A. Pierce,4,27,6.8,9,0,6,0,tb,12
2719,Z. Moss,2,15,7.5,9,0,3,0,tb,12
2720,K. Granson,0,0,0.0,0,0,1,0,tb,12
2721,M. Evans,6,70,11.7,23,2,9,0,ind,12
2722,C. Otton,4,45,11.3,24,0,4,0,ind,12
2723,C. Godwin,3,45,15.0,21,0,7,0,ind,12
2724,T. Palmer,4,17,4.3,7,0,5,0,ind,12
2725,P. Durham,1,12,12.0,12,0,1,0,ind,12
2726,R. White,2,10,5.0,6,0,2,0,ind,12
2727,C. Edmonds,0,0,0.0,0,0,1,0,ind,12
2728,D. Moore,0,0,0.0,0,0,1,0,ind,12
2729,D. Hopkins,3,49,16.3,19,0,5,0,car,12
2730,C. Okonkwo,4,45,11.3,25,0,5,0,car,12
2731,N. Westbrook-Ikhine,4,41,10.3,18,0,5,0,car,12
2732,C. Moore,3,41,13.7,22,0,4,0,car,12
2733,J. Whyle,1,11,11.0,11,0,1,0,car,12
2734,T. Spears,1,1,1.0,1,0,3,0,car,12
2735,D. Henry,1,0,0.0,0,0,2,0,car,12
2736,K. Philips,1,-3,-3.0,-3,0,2,0,car,12
2737,J. Mingo,4,60,15.0,24,0,6,0,ten,12
2738,C. Hubbard,5,47,9.4,25,0,5,0,ten,12
2739,D. Chark Jr.,3,34,11.3,19,0,4,0,ten,12
2740,I. Smith-Marsette,1,14,14.0,14,0,1,0,ten,12
2741,S. Sullivan,1,13,13.0,13,0,1,0,ten,12
2742,I. Thomas,1,9,9.0,9,0,1,0,ten,12
2743,L. Shenault Jr.,1,8,8.0,8,0,1,0,ten,12
2744,T. Tremble,1,7,7.0,7,0,1,0,ten,12
2745,A. Thielen,1,2,2.0,2,0,3,0,ten,12
2746,M. Sanders,0,0,0.0,0,0,1,0,ten,12
2747,M. Brown,6,88,14.7,36,0,12,0,lar,12
2748,T. McBride,7,60,8.6,16,0,9,0,lar,12
2749,R. Moore,2,35,17.5,20,0,3,0,lar,12
2750,G. Dortch,3,27,9.0,14,1,9,0,lar,12
2751,E. Higgins,1,26,26.0,26,0,2,0,lar,12
2752,M. Carter,4,15,3.8,7,0,4,0,lar,12
2753,J. Conner,4,5,1.3,8,0,5,0,lar,12
2754,T. Atwell,3,76,25.3,42,0,3,0,ari,12
2755,K. Williams,6,61,10.2,24,2,6,0,ari,12
2756,T. Higbee,5,29,5.8,7,2,5,0,ari,12
2757,P. Nacua,4,27,6.8,14,0,8,0,ari,12
2758,C. Kupp,3,18,6.0,7,0,5,0,ari,12
2759,D. Robinson,2,13,6.5,7,0,2,0,ari,12
2760,D. Allen,1,6,6.0,6,0,1,0,ari,12
2761,B. Skowronek,1,-1,-1.0,-1,0,1,0,ari,12
2762,D. Smith,7,106,15.1,33,1,8,0,buf,12
2763,A. Brown,5,37,7.4,11,1,9,0,buf,12
2764,O. Zaccheaus,1,29,29.0,29,1,1,0,buf,12
2765,J. Stoll,1,14,14.0,14,0,2,0,buf,12
2766,K. Gainwell,2,10,5.0,6,0,3,0,buf,12
2767,D. Swift,1,4,4.0,4,0,1,0,buf,12
2768,J. Jones,1,0,0.0,0,0,3,0,buf,12
2769,B. Scott,0,0,0.0,0,0,1,0,buf,12
2770,G. Davis,6,105,17.5,25,1,12,0,phi,12
2771,S. Diggs,6,74,12.3,22,1,11,0,phi,12
2772,J. Cook,6,57,9.5,29,0,7,0,phi,12
2773,K. Shakir,3,47,15.7,31,0,5,0,phi,12
2774,D. Kincaid,5,38,7.6,14,0,6,0,phi,12
2775,L. Murray,3,18,6.0,6,0,5,0,phi,12
2776,T. Sherfield,0,0,0.0,0,0,3,0,phi,12
2777,C. Sutton,3,61,20.3,31,0,6,0,cle,12
2778,M. Mims Jr.,2,24,12.0,16,0,3,0,cle,12
2779,L. Humphrey,1,13,13.0,13,0,1,0,cle,12
2780,J. Jeudy,2,11,5.5,7,0,3,0,cle,12
2781,S. Perine,1,11,11.0,11,0,1,0,cle,12
2782,A. Trautman,1,8,8.0,8,1,1,0,cle,12
2783,J. Williams,3,6,2.0,4,0,6,0,cle,12
2784,D. Njoku,6,59,9.8,17,0,9,0,den,12
2785,C. Tillman,4,55,13.8,23,0,5,0,den,12
2786,E. Moore,3,44,14.7,26,0,9,0,den,12
2787,A. Cooper,2,16,8.0,11,0,6,0,den,12
2788,J. Ford,4,14,3.5,11,0,7,0,den,12
2789,H. Bryant,1,2,2.0,2,1,1,0,den,12
2790,D. Bell,0,0,0.0,0,0,2,0,den,12
2791,J. Hyatt,5,109,21.8,41,0,6,0,ne,12
2792,W. Robinson,4,26,6.5,11,0,5,0,ne,12
2793,D. Slayton,2,16,8.0,9,0,3,0,ne,12
2794,I. Hodgins,1,12,12.0,12,1,1,0,ne,12
2795,M. Breida,1,10,10.0,10,0,1,0,ne,12
2796,D. Bellinger,1,8,8.0,8,0,1,0,ne,12
2797,S. Barkley,1,6,6.0,6,0,3,0,ne,12
2798,S. Shepard,1,6,6.0,6,0,3,0,ne,12
2799,P. Campbell,1,-2,-2.0,-2,0,1,0,ne,12
2800,D. Douglas,6,49,8.2,14,0,9,0,nyg,12
2801,D. Parker,3,42,14.0,19,0,5,0,nyg,12
2802,T. Thornton,2,19,9.5,15,0,5,0,nyg,12
2803,J. Smith-Schuster,2,10,5.0,5,0,4,0,nyg,12
2804,R. Stevenson,5,9,1.8,7,0,5,0,nyg,12
2805,K. Boutte,1,8,8.0,8,0,2,0,nyg,12
2806,E. Elliott,2,6,3.0,5,0,2,0,nyg,12
2807,M. Gesicki,0,0,0.0,0,0,2,0,nyg,12
2808,T. Montgomery II,0,0,0.0,0,0,1,0,nyg,12
2809,J. Chase,4,81,20.3,31,0,6,0,pit,12
2810,J. Mixon,2,44,22.0,39,0,2,0,pit,12
2811,T. Irwin,1,25,25.0,25,0,1,0,pit,12
2812,T. Boyd,3,23,7.7,10,0,5,0,pit,12
2813,T. Hudson,4,18,4.5,6,0,5,0,pit,12
2814,A. Iosivas,1,16,16.0,16,0,2,0,pit,12
2815,D. Sample,1,11,11.0,11,1,1,0,pit,12
2816,I. Smith Jr.,2,8,4.0,6,0,2,0,pit,12
2817,M. Wilcox,1,1,1.0,1,0,1,0,pit,12
2818,P. Freiermuth,9,120,13.3,29,0,11,0,cin,12
2819,G. Pickens,3,58,19.3,43,0,5,0,cin,12
2820,D. Johnson,4,50,12.5,39,0,8,0,cin,12
2821,J. Warren,3,13,4.3,15,0,3,0,cin,12
2822,C. Heyward,2,11,5.5,10,0,2,0,cin,12
2823,A. Robinson II,1,11,11.0,11,0,1,0,cin,12
2824,D. Washington,1,10,10.0,10,0,1,0,cin,12
2825,C. Austin III,1,5,5.0,5,0,1,0,cin,12
2826,D. London,5,91,18.2,29,0,7,0,no,12
2827,B. Robinson,3,32,10.7,26,1,6,0,no,12
2828,K. Pitts,2,22,11.0,11,0,2,0,no,12
2829,V. Jefferson,1,13,13.0,13,0,2,0,no,12
2830,K. Smith,1,6,6.0,6,0,1,0,no,12
2831,S. Miller,1,4,4.0,4,0,2,0,no,12
2832,C. Olave,7,114,16.3,51,0,9,0,atl,12
2833,T. Hill,2,55,27.5,36,0,2,0,atl,12
2834,A. Kamara,4,50,12.5,20,0,5,0,atl,12
2835,J. Johnson,4,45,11.3,23,0,7,0,atl,12
2836,K. Kirkwood,2,20,10.0,13,0,3,0,atl,12
2837,R. Shaheed,2,9,4.5,5,0,5,0,atl,12
2838,A. Perry,1,7,7.0,7,0,2,0,atl,12
2839,J. Williams,2,4,2.0,4,0,2,0,atl,12
2840,L. Bowden Jr.,0,0,0.0,0,0,2,0,atl,12
2841,G. Wilson,7,44,6.3,11,1,10,0,mia,12
2842,T. Conklin,4,33,8.3,9,0,5,0,mia,12
2843,B. Hall,7,24,3.4,13,0,9,0,mia,12
2844,J. Brownlee,2,20,10.0,12,0,2,0,mia,12
2845,D. Cook,2,19,9.5,12,0,3,0,mia,12
2846,J. Ruckert,2,18,9.0,9,0,4,0,mia,12
2847,X. Gipson,2,15,7.5,8,0,2,0,mia,12
2848,N. Bawden,1,6,6.0,6,0,1,0,mia,12
2849,J. Waddle,8,114,14.3,32,0,8,0,nyj,12
2850,T. Hill,9,102,11.3,35,1,12,0,nyj,12
2851,J. Wilson Jr.,3,17,5.7,7,0,3,0,nyj,12
2852,D. Smythe,1,10,10.0,10,0,3,0,nyj,12
2853,B. Berrios,0,0,0.0,0,0,1,0,nyj,12
2854,R. Mostert,0,0,0.0,0,0,1,0,nyj,12
2855,N. Collins,7,104,14.9,24,1,9,0,jax,12
2856,D. Singletary,6,54,9.0,33,0,7,0,jax,12
2857,T. Dell,5,50,10.0,17,1,8,0,jax,12
2858,R. Woods,2,40,20.0,26,0,3,0,jax,12
2859,X. Hutchinson,1,34,34.0,34,0,1,0,jax,12
2860,B. Jordan,1,9,9.0,9,0,2,0,jax,12
2861,J. Metchie III,1,6,6.0,6,0,2,0,jax,12
2862,D. Pierce,1,4,4.0,4,0,1,0,jax,12
2863,D. Schultz,1,2,2.0,2,0,2,0,jax,12
2864,A. Beck,1,1,1.0,1,0,1,0,jax,12
2865,C. Ridley,5,89,17.8,45,1,6,0,hou,12
2866,C. Kirk,4,89,22.3,57,0,7,0,hou,12
2867,L. Farrell,3,55,18.3,42,0,5,0,hou,12
2868,E. Engram,5,49,9.8,21,0,8,0,hou,12
2869,D. Johnson,1,42,42.0,42,0,2,0,hou,12
2870,T. Etienne Jr.,4,30,7.5,12,0,6,0,hou,12
2871,Z. Jones,1,10,10.0,10,0,3,0,hou,12
2872,J. Smith-Njigba,2,41,20.5,34,0,3,0,sf,12
2873,D. Metcalf,3,32,10.7,14,0,9,0,sf,12
2874,T. Lockett,3,30,10.0,11,0,5,0,sf,12
2875,N. Fant,2,25,12.5,16,0,2,0,sf,12
2876,W. Dissly,1,21,21.0,21,0,1,0,sf,12
2877,Z. Charbonnet,4,11,2.8,7,0,4,0,sf,12
2878,C. Parkinson,1,9,9.0,9,0,1,0,sf,12
2879,J. Bobo,1,6,6.0,6,0,1,0,sf,12
2880,D. Dallas,1,5,5.0,5,0,1,0,sf,12
2881,D. Samuel,7,79,11.3,24,0,9,0,sea,12
2882,B. Aiyuk,2,50,25.0,28,1,4,0,sea,12
2883,C. McCaffrey,5,25,5.0,14,0,6,0,sea,12
2884,R. McCloud III,1,23,23.0,23,0,1,0,sea,12
2885,G. Kittle,3,19,6.3,11,0,5,0,sea,12
2886,C. Woerner,1,9,9.0,9,0,1,0,sea,12
2887,J. Jennings,1,7,7.0,7,0,2,0,sea,12
2888,E. Mitchell,1,-3,-3.0,-3,0,1,0,sea,12
2889,K. Juszczyk,0,0,0.0,0,0,1,0,sea,12
2890,B. Cooks,4,72,18.0,31,1,5,0,was,12
2891,C. Lamb,4,53,13.3,16,1,9,0,was,12
2892,J. Tolbert,2,49,24.5,31,0,3,0,was,12
2893,J. Ferguson,1,35,35.0,35,0,3,0,was,12
2894,K. Turpin,1,34,34.0,34,1,1,0,was,12
2895,T. Pollard,6,24,4.0,10,0,6,0,was,12
2896,J. Brooks,1,24,24.0,24,0,1,0,was,12
2897,R. Dowdle,1,15,15.0,15,1,1,0,was,12
2898,M. Gallup,1,13,13.0,13,0,1,0,was,12
2899,L. Schoonmaker,1,12,12.0,12,0,2,0,was,12
2900,C. Samuel,9,100,11.1,30,0,12,0,dal,12
2901,J. Dotson,5,52,10.4,15,0,6,0,dal,12
2902,T. McLaurin,4,50,12.5,24,0,11,0,dal,12
2903,C. Turner,1,29,29.0,29,0,1,0,dal,12
2904,B. Pringle,2,27,13.5,16,0,2,0,dal,12
2905,A. Gibson,3,16,5.3,11,0,4,0,dal,12
2906,L. Thomas,2,15,7.5,13,0,4,0,dal,12
2907,B. Robinson Jr.,2,11,5.5,19,0,3,0,dal,12
2908,D. Brown,0,0,0.0,0,0,1,0,dal,12
2909,C. Lamb,12,116,9.7,23,1,17,0,sea,13
2910,J. Ferguson,6,77,12.8,17,1,8,0,sea,13
2911,B. Cooks,4,45,11.3,19,1,4,0,sea,13
2912,J. Tolbert,1,17,17.0,17,0,1,0,sea,13
2913,T. Pollard,3,15,5.0,12,0,4,0,sea,13
2914,L. Schoonmaker,1,12,12.0,12,0,1,0,sea,13
2915,K. Turpin,1,10,10.0,10,0,3,0,sea,13
2916,R. Dowdle,1,7,7.0,7,0,1,0,sea,13
2917,M. Gallup,0,0,0.0,0,0,1,0,sea,13
2918,D. Metcalf,6,134,22.3,73,3,8,0,dal,13
2919,J. Smith-Njigba,7,62,8.9,18,0,11,0,dal,13
2920,T. Lockett,5,47,9.4,17,0,8,0,dal,13
2921,N. Fant,3,43,14.3,25,0,4,0,dal,13
2922,Z. Charbonnet,1,39,39.0,39,0,2,0,dal,13
2923,J. Bobo,1,9,9.0,9,0,1,0,dal,13
2924,D. Dallas,0,0,0.0,0,0,2,0,dal,13
2925,W. Dissly,0,0,0.0,0,0,2,0,dal,13
2926,P. Nacua,4,105,26.3,70,1,7,0,cle,13
2927,D. Robinson,4,55,13.8,30,1,5,0,cle,13
2928,C. Kupp,6,39,6.5,13,1,8,0,cle,13
2929,T. Higbee,2,35,17.5,21,0,4,0,cle,13
2930,K. Williams,3,24,8.0,14,0,5,0,cle,13
2931,B. Skowronek,2,12,6.0,6,0,3,0,cle,13
2932,T. Atwell,1,9,9.0,9,0,2,0,cle,13
2933,E. Moore,4,83,20.8,42,0,12,0,lar,13
2934,H. Bryant,5,49,9.8,23,1,5,0,lar,13
2935,A. Cooper,3,34,11.3,22,0,5,0,lar,13
2936,J. Ford,3,33,11.0,24,1,3,0,lar,13
2937,C. Tillman,2,20,10.0,13,0,6,0,lar,13
2938,D. Njoku,2,17,8.5,9,0,6,0,lar,13
2939,D. Bell,2,12,6.0,6,0,2,0,lar,13
2940,J. Akins,1,6,6.0,6,0,1,0,lar,13
2941,K. Hunt,1,0,0.0,0,0,1,0,lar,13
2942,R. Doubs,4,72,18.0,33,0,5,0,kc,13
2943,C. Watson,7,71,10.1,19,2,9,0,kc,13
2944,D. Wicks,3,43,14.3,27,0,4,0,kc,13
2945,T. Kraft,3,37,12.3,19,0,6,0,kc,13
2946,J. Reed,4,16,4.0,9,0,5,0,kc,13
2947,M. Heath,1,15,15.0,15,0,2,0,kc,13
2948,A. Dillon,1,14,14.0,14,0,1,0,kc,13
2949,B. Sims,1,1,1.0,1,1,1,0,kc,13
2950,J. Robinson,1,-2,-2.0,-2,0,1,0,kc,13
2951,P. Taylor,0,0,0.0,0,0,1,0,kc,13
2952,T. Kelce,4,81,20.3,27,0,5,0,gb,13
2953,R. Rice,8,64,8.0,13,0,9,0,gb,13
2954,M. Valdes-Scantling,2,25,12.5,16,0,5,0,gb,13
2955,I. Pacheco,3,13,4.3,7,0,4,0,gb,13
2956,R. James Jr.,1,12,12.0,12,0,2,0,gb,13
2957,C. Edwards-Helaire,1,8,8.0,8,0,2,0,gb,13
2958,S. Moore,1,5,5.0,5,0,2,0,gb,13
2959,N. Gray,1,2,2.0,2,1,1,0,gb,13
2960,E. Engram,9,82,9.1,22,1,9,0,cin,13
2961,Z. Jones,5,78,15.6,24,0,8,0,cin,13
2962,P. Washington,6,61,10.2,18,1,6,0,cin,13
2963,T. Etienne Jr.,4,34,8.5,19,0,4,0,cin,13
2964,C. Ridley,4,26,6.5,21,0,8,0,cin,13
2965,C. Kirk,1,26,26.0,26,0,1,0,cin,13
2966,L. Farrell,1,9,9.0,9,0,1,0,cin,13
2967,D. Johnson,1,5,5.0,5,0,1,0,cin,13
2968,T. Jones,0,0,0.0,0,0,1,0,cin,13
2969,J. Chase,11,149,13.5,76,1,12,0,jax,13
2970,J. Mixon,6,49,8.2,28,0,7,0,jax,13
2971,T. Boyd,5,37,7.4,10,0,7,0,jax,13
2972,T. Higgins,3,36,12.0,14,0,3,0,jax,13
2973,T. Hudson,4,35,8.8,24,0,4,0,jax,13
2974,T. Irwin,1,25,25.0,25,0,1,0,jax,13
2975,M. Wilcox,1,12,12.0,12,0,1,0,jax,13
2976,D. Sample,1,11,11.0,11,0,1,0,jax,13
2977,J. Browning,1,-7,-7.0,-7,0,1,0,jax,13
2978,N. Collins,9,191,21.2,59,1,12,0,den,13
2979,B. Jordan,3,64,21.3,27,0,4,0,den,13
2980,D. Ogunbowale,1,14,14.0,14,0,1,0,den,13
2981,J. Metchie III,1,9,9.0,9,0,3,0,den,13
2982,A. Beck,1,5,5.0,5,0,2,0,den,13
2983,E. Saubert,1,5,5.0,5,0,1,0,den,13
2984,D. Singletary,1,4,4.0,4,0,1,0,den,13
2985,N. Brown,0,0,0.0,0,0,2,0,den,13
2986,C. Sutton,2,77,38.5,45,1,7,0,hou,13
2987,J. Jeudy,3,51,17.0,41,0,4,0,hou,13
2988,J. Williams,3,24,8.0,15,0,3,0,hou,13
2989,L. Humphrey,1,12,12.0,12,0,1,0,hou,13
2990,J. McLaughlin,2,6,3.0,5,0,2,0,hou,13
2991,A. Trautman,1,6,6.0,6,0,2,0,hou,13
2992,S. Perine,2,5,2.5,5,0,2,0,hou,13
2993,M. Mims Jr.,1,5,5.0,5,0,2,0,hou,13
2994,L. Krull,0,0,0.0,0,0,1,0,hou,13
2995,A. Brown,8,114,14.3,38,0,13,0,sf,13
2996,D. Smith,9,96,10.7,21,1,11,0,sf,13
2997,K. Gainwell,5,42,8.4,15,0,6,0,sf,13
2998,Q. Watkins,3,28,9.3,15,0,4,0,sf,13
2999,B. Scott,1,27,27.0,27,0,1,0,sf,13
3000,D. Swift,2,7,3.5,4,0,6,0,sf,13
3001,A. Okwuegbunam,0,0,0.0,0,0,1,0,sf,13
3002,D. Samuel,4,116,29.0,48,2,4,0,phi,13
3003,G. Kittle,4,68,17.0,32,0,6,0,phi,13
3004,B. Aiyuk,5,46,9.2,13,1,7,0,phi,13
3005,J. Jennings,3,44,14.7,18,1,4,0,phi,13
3006,C. McCaffrey,3,40,13.3,33,0,4,0,phi,13
3007,M. Evans,7,162,23.1,75,1,12,0,car,13
3008,R. White,3,22,7.3,20,0,5,0,car,13
3009,T. Palmer,2,12,6.0,6,0,5,0,car,13
3010,D. Thompkins,1,4,4.0,4,0,1,0,car,13
3011,C. Edmonds,1,2,2.0,2,0,1,0,car,13
3012,C. Godwin,0,0,0.0,0,0,3,0,car,13
3013,J. Mingo,6,69,11.5,31,0,10,0,tb,13
3014,D. Chark Jr.,3,56,18.7,30,0,4,0,tb,13
3015,A. Thielen,3,25,8.3,12,0,6,0,tb,13
3016,S. Sullivan,1,16,16.0,16,0,2,0,tb,13
3017,M. Sanders,1,6,6.0,6,0,2,0,tb,13
3018,I. Thomas,1,6,6.0,6,0,1,0,tb,13
3019,M. Strachan,0,0,0.0,0,0,1,0,tb,13
3020,G. Pickens,4,86,21.5,38,0,5,0,ari,13
3021,D. Johnson,4,33,8.3,26,1,5,0,ari,13
3022,P. Freiermuth,3,29,9.7,12,0,5,0,ari,13
3023,A. Robinson II,3,19,6.3,8,0,3,0,ari,13
3024,N. Harris,2,14,7.0,10,0,3,0,ari,13
3025,C. Austin III,1,10,10.0,10,0,1,0,ari,13
3026,J. Warren,1,-4,-4.0,-4,0,3,0,ari,13
3027,C. Heyward,0,0,0.0,0,0,2,0,ari,13
3028,T. McBride,8,89,11.1,17,1,9,0,pit,13
3029,E. Higgins,1,21,21.0,21,0,2,0,pit,13
3030,G. Dortch,1,19,19.0,19,0,3,0,pit,13
3031,G. Swaim,2,10,5.0,9,0,2,0,pit,13
3032,R. Moore,1,6,6.0,6,0,2,0,pit,13
3033,M. Brown,0,0,0.0,0,0,3,0,pit,13
3034,J. Conner,0,0,0.0,0,0,2,0,pit,13
3035,X. Gipson,5,77,15.4,36,0,6,0,atl,13
3036,G. Wilson,3,50,16.7,31,0,7,0,atl,13
3037,T. Conklin,3,35,11.7,16,0,9,0,atl,13
3038,B. Hall,6,29,4.8,9,0,8,0,atl,13
3039,J. Ruckert,1,12,12.0,12,0,3,0,atl,13
3040,D. Cook,1,11,11.0,11,0,2,0,atl,13
3041,A. Lazard,0,0,0.0,0,0,1,0,atl,13
3042,K. Pitts,4,51,12.8,16,0,8,0,nyj,13
3043,B. Robinson,3,26,8.7,9,0,5,0,nyj,13
3044,M. Pruitt,1,20,20.0,20,1,1,0,nyj,13
3045,J. Smith,2,10,5.0,9,0,3,0,nyj,13
3046,D. London,1,8,8.0,8,0,5,0,nyj,13
3047,C. Patterson,1,6,6.0,6,0,2,0,nyj,13
3048,K. Hodge,0,0,0.0,0,0,1,0,nyj,13
3049,D. Hopkins,5,75,15.0,27,1,12,0,ind,13
3050,C. Okonkwo,3,62,20.7,39,0,6,0,ind,13
3051,N. Westbrook-Ikhine,1,28,28.0,28,0,3,0,ind,13
3052,D. Henry,1,18,18.0,18,0,2,0,ind,13
3053,J. Whyle,1,16,16.0,16,0,2,0,ind,13
3054,T. Spears,4,13,3.3,7,0,6,0,ind,13
3055,C. Moore,1,12,12.0,12,0,1,0,ind,13
3056,T. Wesco,0,0,0.0,0,0,1,0,ind,13
3057,M. Pittman Jr.,11,105,9.5,14,1,16,0,ten,13
3058,A. Pierce,3,100,33.3,55,1,6,0,ten,13
3059,K. Granson,3,72,24.0,46,0,3,0,ten,13
3060,J. Downs,3,14,4.7,9,0,5,0,ten,13
3061,T. Goodson,2,11,5.5,7,0,2,0,ten,13
3062,Z. Moss,2,6,3.0,5,0,3,0,ten,13
3063,W. Mallory,2,4,2.0,3,0,4,0,ten,13
3064,D. Ogletree,0,0,0.0,0,0,1,0,ten,13
3065,T. Sermon,0,0,0.0,0,0,1,0,ten,13
3066,C. Olave,5,119,23.8,33,0,8,0,det,13
3067,A. Kamara,6,58,9.7,13,0,8,0,det,13
3068,A. Perry,1,30,30.0,30,0,3,0,det,13
3069,F. Moreau,2,28,14.0,19,0,2,0,det,13
3070,T. Hill,2,15,7.5,18,0,2,0,det,13
3071,J. Graham,1,6,6.0,6,1,1,0,det,13
3072,J. Williams,1,6,6.0,6,0,1,0,det,13
3073,L. Bowden Jr.,1,5,5.0,5,0,1,0,det,13
3074,J. Johnson,0,0,0.0,0,0,3,0,det,13
3075,S. LaPorta,9,140,15.6,48,1,9,0,no,13
3076,A. St. Brown,2,49,24.5,25,1,6,0,no,13
3077,J. Reynolds,1,12,12.0,12,0,3,0,no,13
3078,J. Williams,1,11,11.0,11,0,1,0,no,13
3079,B. Wright,1,8,8.0,8,0,1,0,no,13
3080,D. Montgomery,1,-1,-1.0,-1,0,2,0,no,13
3081,J. Gibbs,1,-6,-6.0,-6,0,2,0,no,13
3082,D. Peoples-Jones,0,0,0.0,0,0,1,0,no,13
3083,D. Parker,4,64,16.0,27,0,9,0,lac,13
3084,E. Elliott,4,40,10.0,23,0,5,0,lac,13
3085,H. Henry,2,15,7.5,9,0,4,0,lac,13
3086,J. Reagor,1,11,11.0,11,0,1,0,lac,13
3087,J. Smith-Schuster,1,11,11.0,11,0,3,0,lac,13
3088,R. Stevenson,1,0,0.0,0,0,1,0,lac,13
3089,T. Thornton,0,0,0.0,0,0,1,0,lac,13
3090,K. Allen,5,58,11.6,16,0,9,0,ne,13
3091,Q. Johnston,5,52,10.4,27,0,7,0,ne,13
3092,G. Everett,4,44,11.0,26,0,5,0,ne,13
3093,A. Erickson,1,23,23.0,23,0,1,0,ne,13
3094,D. Parham Jr.,2,12,6.0,7,0,4,0,ne,13
3095,A. Ekeler,2,9,4.5,11,0,3,0,ne,13
3096,J. Kelley,2,9,4.5,6,0,3,0,ne,13
3097,J. Guyton,1,5,5.0,5,0,3,0,ne,13
3098,S. Smartt,0,0,0.0,0,0,1,0,ne,13
3099,C. Samuel,4,65,16.3,33,0,5,0,mia,13
3100,A. Gibson,4,37,9.3,32,0,5,0,mia,13
3101,J. Dotson,2,23,11.5,12,0,5,0,mia,13
3102,C. Turner,1,2,2.0,2,0,1,0,mia,13
3103,D. Brown,1,0,0.0,0,0,1,0,mia,13
3104,J. Bates,0,0,0.0,0,0,1,0,mia,13
3105,T. McLaurin,0,0,0.0,0,0,3,0,mia,13
3106,L. Thomas,0,0,0.0,0,0,1,0,mia,13
3107,T. Hill,5,157,31.4,78,2,7,0,was,13
3108,J. Waddle,5,52,10.4,16,0,8,0,was,13
3109,D. Achane,3,30,10.0,21,0,4,0,was,13
3110,J. Hill,2,23,11.5,18,0,2,0,was,13
3111,R. Cracraft,2,16,8.0,13,0,2,0,was,13
3112,R. Mostert,1,8,8.0,8,0,1,0,was,13
3113,A. Ingold,1,-3,-3.0,-3,0,1,0,was,13
3114,D. Johnson,3,57,19.0,25,1,7,0,ne,14
3115,J. Warren,4,29,7.3,12,0,5,0,ne,14
3116,A. Robinson II,1,21,21.0,21,0,3,0,ne,14
3117,G. Pickens,5,19,3.8,7,0,6,0,ne,14
3118,N. Harris,3,19,6.3,14,0,3,0,ne,14
3119,P. Freiermuth,3,18,6.0,7,0,7,0,ne,14
3120,C. Heyward,2,15,7.5,10,0,2,0,ne,14
3121,D. Washington,1,12,12.0,12,0,2,0,ne,14
3122,J. Smith-Schuster,4,90,22.5,37,0,6,0,pit,14
3123,E. Elliott,7,72,10.3,16,1,8,0,pit,14
3124,H. Henry,3,40,13.3,24,2,3,0,pit,14
3125,T. Thornton,3,17,5.7,11,0,5,0,pit,14
3126,T. Montgomery II,1,17,17.0,17,0,2,0,pit,14
3127,P. Brown,1,4,4.0,4,0,1,0,pit,14
3128,J. Reagor,0,0,0.0,0,0,1,0,pit,14
3129,W. Robinson,6,79,13.2,32,0,7,0,gb,14
3130,I. Hodgins,2,22,11.0,14,1,2,0,gb,14
3131,S. Barkley,3,15,5.0,7,0,4,0,gb,14
3132,D. Bellinger,2,15,7.5,9,0,2,0,gb,14
3133,D. Slayton,2,14,7.0,9,0,2,0,gb,14
3134,J. Hyatt,2,13,6.5,8,0,3,0,gb,14
3135,T. Kraft,4,64,16.0,43,0,4,0,nyg,14
3136,R. Doubs,4,32,8.0,14,0,7,0,nyg,14
3137,J. Reed,8,27,3.4,8,0,10,0,nyg,14
3138,A. Dillon,2,25,12.5,35,0,3,0,nyg,14
3139,P. Taylor,2,22,11.0,16,0,2,0,nyg,14
3140,S. Toure,2,22,11.0,16,0,4,0,nyg,14
3141,D. Wicks,2,20,10.0,19,0,6,0,nyg,14
3142,M. Heath,1,6,6.0,6,1,2,0,nyg,14
3143,J. Ferguson,5,72,14.4,32,0,8,0,phi,14
3144,C. Lamb,6,71,11.8,26,1,10,0,phi,14
3145,M. Gallup,3,48,16.0,39,1,5,0,phi,14
3146,T. Pollard,7,37,5.3,8,0,8,0,phi,14
3147,B. Cooks,2,37,18.5,30,0,5,0,phi,14
3148,R. Dowdle,1,6,6.0,6,0,1,0,phi,14
3149,J. Tolbert,0,0,0.0,0,0,1,0,phi,14
3150,K. Turpin,0,0,0.0,0,0,1,0,phi,14
3151,A. Brown,9,94,10.4,24,0,13,1,dal,14
3152,D. Smith,5,73,14.6,30,0,10,1,dal,14
3153,D. Goedert,4,30,7.5,15,0,4,0,dal,14
3154,O. Zaccheaus,1,28,28.0,28,0,1,0,dal,14
3155,D. Samuel,7,149,21.3,54,1,9,0,sea,14
3156,B. Aiyuk,6,126,21.0,45,0,9,1,sea,14
3157,G. Kittle,3,76,25.3,44,1,5,0,sea,14
3158,C. McCaffrey,1,8,8.0,8,0,1,0,sea,14
3159,J. Mason,1,6,6.0,6,0,1,0,sea,14
3160,C. Woerner,1,3,3.0,3,0,1,0,sea,14
3161,J. Jennings,0,0,0.0,0,0,1,0,sea,14
3162,T. Lockett,6,89,14.8,24,0,6,0,sf,14
